cpg,gene,chromosome,f_type
cg14415214,PHLDA2,chr11,Island
cg15658784,PHLDA2,chr11,Island
cg16057921,PHLDA2,chr11,Island
cg16549085,PHLDA2,chr11,S_Shore
cg04173919,PHLDB1,chr11,Open_Sea
cg05730269,PHLDB1,chr11,N_Shore
cg15558759,PHLDB1,chr11,Island
cg06828505,PHLDB2,chr3,N_Shore
cg21328779,PHLDB2,chr3,Open_Sea
cg14152948,PHLPP1,chr18,Island
cg07706812,PHLPP2,chr16,Open_Sea
cg02304370,PHRF1,chr11,N_Shore
cg04988729,PHRF1,chr11,Open_Sea
cg11972598,PHRF1,chr11,S_Shelf
cg23973175,PHRF1,chr11,N_Shelf
cg26814432,PHTF1,chr1,Island
cg14399988,PHYHIP,chr8,Open_Sea
cg01037890,PHYHIPL,chr10,Island
cg02662277,PHYHIPL,chr10,Island
cg06879152,PHYHIPL,chr10,Island
cg13503413,PHYHIPL,chr10,S_Shore
cg13686115,PHYHIPL,chr10,Island
cg24073466,PHYHIPL,chr10,Island
cg24761366,PHYHIPL,chr10,Island
cg25946758,PHYHIPL,chr10,Island
cg26433444,PI16,chr6,S_Shelf
cg05965402,PI4K2B,chr4,N_Shore
cg26919527,PI4KA,chr22,Open_Sea
cg20969061,PI4KAP1,chr22,Open_Sea
cg01974375,PI4KB,chr1,N_Shore
cg03339458,PI4KB,chr1,Island
cg06122613,PI4KB,chr1,N_Shelf
cg14149172,PI4KB,chr1,N_Shore
cg23738734,PIANP,chr12,Island
cg05291674,PIAS1,chr15,Open_Sea
cg12735333,PIAS1,chr15,S_Shelf
cg21315000,PIAS2,chr18,N_Shore
cg20666186,PIAS4,chr19,S_Shore
cg23478124,PICALM,chr11,N_Shelf
cg24200175,PICALM,chr11,Open_Sea
cg05863023,PID1,chr2,Open_Sea
cg00185839,PIDD1,chr11,Island
cg08105590,PIEZO1,chr16,N_Shore
cg02664349,PIEZO2,chr18,Island
cg06510438,PIEZO2,chr18,Island
cg12049992,PIEZO2,chr18,N_Shore
cg08024127,PIGB,chr15,Island
cg01132785,PIGG,chr4,N_Shore
cg09566237,PIGG,chr4,Open_Sea
cg12194493,PIGG,chr4,Island
cg26132762,PIGG,chr4,S_Shore
cg18730782,PIGH,chr14,N_Shore
cg13876325,PIGL,chr17,Open_Sea
cg00953006,PIGQ,chr16,Island
cg09180702,PIGQ,chr16,N_Shore
cg14750778,PIGS,chr17,S_Shore
cg24569276,PIGS,chr17,Open_Sea
cg21723559,PIGT,chr20,S_Shelf
cg08999081,PIGU,chr20,S_Shelf
cg21429725,PIGZ,chr3,Island
cg00076998,PIK3CB,chr3,Island
cg16194234,PIK3CB,chr3,Open_Sea
cg21365444,PIK3CB,chr3,S_Shore
cg01943221,PIK3CD,chr1,S_Shore
cg07548257,PIK3IP1,chr22,N_Shore
cg00559992,PIK3R1,chr5,N_Shelf
cg01239651,PIK3R1,chr5,N_Shore
cg04252145,PIK3R1,chr5,S_Shelf
cg09101894,PIK3R1,chr5,N_Shore
cg18344938,PIK3R1,chr5,Island
cg01028869,PIK3R3,chr1,Island
cg27584146,PIK3R3,chr1,S_Shore
cg23398385,PIK3R4,chr3,S_Shore
cg13650156,PILRA,chr7,Open_Sea
cg20449483,PIM1,chr6,Island
cg25155006,PIM1,chr6,Island
cg23820285,PIP4K2A,chr10,Island
cg09188868,PIP4K2C,chr12,N_Shore
cg26044171,PIP4K2C,chr12,Island
cg08623888,PIP5K1A,chr1,N_Shore
cg12124731,PIP5K1A,chr1,N_Shore
cg24720336,PIP5K1A,chr1,N_Shore
cg06358131,PIP5K1C,chr19,Island
cg08145067,PIP5K1C,chr19,Island
cg12148647,PIP5K1C,chr19,Island
cg19841005,PIP5K1C,chr19,Island
cg06765514,PIP5KL1,chr9,Island
cg22981628,PIPOX,chr17,Island
cg26307359,PIPOX,chr17,Island
cg01352276,PITPNA,chr17,Open_Sea
cg10601476,PITPNA,chr17,Open_Sea
cg20993386,PITPNC1,chr17,Open_Sea
cg22660033,PITPNC1,chr17,Open_Sea
cg27180671,PITPNC1,chr17,Open_Sea
cg20777390,PITPNM2,chr12,Open_Sea
cg24335116,PITPNM2,chr12,N_Shore
cg20429833,PITPNM3,chr17,Island
cg19328162,PITRM1,chr10,N_Shore
cg02213684,PITX1,chr5,N_Shore
cg03347590,PITX1,chr5,N_Shore
cg23064601,PITX1,chr5,Island
cg08867413,PITX2,chr4,S_Shore
cg14308375,PITX2,chr4,S_Shore
cg16002355,PITX2,chr4,Island
cg13437635,PITX3,chr10,N_Shore
cg24143137,PITX3,chr10,S_Shelf
cg05079448,PIWIL2,chr8,Open_Sea
cg07368317,PJA2,chr5,Island
cg04418330,PKD1,chr16,Island
cg03406106,PKD1L2,chr16,Open_Sea
cg05934997,PKD1L2,chr16,Open_Sea
cg07091758,PKD1L2,chr16,Open_Sea
cg21051519,PKD2L2,chr5,Island
cg00607755,PKDCC,chr2,N_Shore
cg08871052,PKDCC,chr2,Island
cg17892159,PKDCC,chr2,Island
cg18882156,PKDCC,chr2,S_Shore
cg11377136,PKDREJ,chr22,Island
cg07097722,PKIG,chr20,Open_Sea
cg09485853,PKM,chr15,Open_Sea
cg09651136,PKM,chr15,S_Shore
cg16940801,PKM,chr15,Island
cg18951187,PKM,chr15,Island
cg06807650,PKNOX2,chr11,Open_Sea
cg14502980,PKNOX2,chr11,Open_Sea
cg19704853,PKNOX2,chr11,Open_Sea
cg09009380,PKP1,chr1,Island
cg20869257,PKP1,chr1,Island
cg22606205,PKP1,chr1,Island
cg03004323,PKP4,chr2,Open_Sea
cg03484435,PKP4,chr2,Open_Sea
cg27058221,PLA2G10,chr16,Open_Sea
cg21820890,PLA2G12B,chr10,Open_Sea
cg09894072,PLA2G15,chr16,S_Shore
cg03627015,PLA2G16,chr11,S_Shore
cg14114326,PLA2G16,chr11,Island
cg15219506,PLA2G16,chr11,S_Shore
cg15611176,PLA2G1B,chr12,Open_Sea
cg01441698,PLA2G2E,chr1,Open_Sea
cg25375569,PLA2G3,chr22,Open_Sea
cg26141510,PLA2G4E,chr15,Open_Sea
cg01649584,PLA2G6,chr22,N_Shore
cg07219955,PLA2G7,chr6,S_Shore
cg11874627,PLA2G7,chr6,S_Shore
cg17073891,PLAC1,chrX,Open_Sea
cg05860190,PLAGL2,chr20,N_Shore
cg24989181,PLAGL2,chr20,S_Shelf
cg11530213,PLAT,chr8,Open_Sea
cg17168630,PLAUR,chr19,S_Shore
cg07125991,PLBD2,chr12,Island
cg27178677,PLCB1,chr20,Open_Sea
cg00834858,PLCB2,chr15,S_Shelf
cg16543027,PLCB2,chr15,Open_Sea
cg16567056,PLCB2,chr15,Open_Sea
cg17222755,PLCB2,chr15,N_Shore
cg21931938,PLCB2,chr15,Open_Sea
cg02551234,PLCB3,chr11,N_Shelf
cg11002986,PLCB4,chr20,Island
cg20484832,PLCB4,chr20,Open_Sea
ch.20.209864F,PLCB4,chr20,Open_Sea
cg03819243,PLCD1,chr3,S_Shore
cg03611852,PLCD3,chr17,N_Shelf
cg10680511,PLCE1,chr10,Open_Sea
cg27523523,PLCG1,chr20,Island
cg18630511,PLCH1,chr3,Island
cg01309121,PLCH2,chr1,N_Shore
cg01947769,PLCH2,chr1,S_Shelf
cg04341461,PLCH2,chr1,Island
cg04847649,PLCH2,chr1,N_Shelf
cg05396298,PLCH2,chr1,N_Shelf
cg10542127,PLCH2,chr1,S_Shelf
cg11332951,PLCH2,chr1,N_Shelf
cg12644668,PLCH2,chr1,S_Shore
cg14508832,PLCH2,chr1,Open_Sea
cg14941600,PLCH2,chr1,N_Shore
cg15496335,PLCH2,chr1,S_Shelf
cg15627072,PLCH2,chr1,N_Shore
cg15824094,PLCH2,chr1,Open_Sea
cg22678044,PLCH2,chr1,S_Shelf
cg24516259,PLCH2,chr1,Open_Sea
cg24902038,PLCH2,chr1,Open_Sea
cg26267852,PLCH2,chr1,S_Shelf
cg01781018,PLCL2,chr3,N_Shore
cg10656016,PLCXD2,chr3,Open_Sea
cg04124626,PLCXD3,chr5,Island
cg09499856,PLCXD3,chr5,Island
cg20978937,PLD4,chr14,Island
cg21102746,PLD4,chr14,N_Shelf
cg02567839,PLD5,chr1,Open_Sea
cg18789663,PLD5,chr1,Island
cg17960164,PLEC,chr8,Island
cg22106810,PLEKHA5,chr12,Island
cg04705659,PLEKHA6,chr1,Open_Sea
cg09085216,PLEKHA6,chr1,Open_Sea
cg24864241,PLEKHA6,chr1,Open_Sea
cg07273003,PLEKHA7,chr11,Open_Sea
cg04255486,PLEKHA8,chr7,Open_Sea
cg13361558,PLEKHB1,chr11,Open_Sea
cg12930753,PLEKHF2,chr8,Open_Sea
cg01114217,PLEKHG1,chr6,Island
cg02784464,PLEKHG1,chr6,Open_Sea
cg07380095,PLEKHG1,chr6,N_Shore
cg14274249,PLEKHG1,chr6,S_Shore
cg25858249,PLEKHG1,chr6,N_Shore
cg00971695,PLEKHG3,chr14,N_Shore
cg05379509,PLEKHG3,chr14,N_Shore
cg24671666,PLEKHG3,chr14,N_Shelf
cg26833781,PLEKHG4,chr16,N_Shelf
cg05155047,PLEKHG4B,chr5,N_Shore
cg00918541,PLEKHG5,chr1,S_Shore
cg26056577,PLEKHG5,chr1,S_Shore
cg13232525,PLEKHG6,chr12,Open_Sea
cg21104155,PLEKHH1,chr14,S_Shore
cg00820919,PLEKHH2,chr2,N_Shore
cg01365117,PLEKHM3,chr2,Open_Sea
cg21832150,PLEKHN1,chr1,Island
cg23596291,PLEKHN1,chr1,S_Shore
cg11199810,PLEKHO1,chr1,S_Shore
cg20785674,PLEKHO1,chr1,S_Shore
cg04138181,PLK1,chr16,S_Shore
cg11470399,PLK1,chr16,Island
cg08288406,PLK5,chr19,Island
cg08864318,PLOD1,chr1,S_Shore
cg00046021,PLOD3,chr7,N_Shore
cg11824101,PLS3,chrX,N_Shore
cg12289482,PLS3,chrX,N_Shore
cg24182521,PLTP,chr20,S_Shore
cg01662455,PLVAP,chr19,Open_Sea
cg15701047,PLXDC2,chr10,Island
cg17603206,PLXDC2,chr10,Island
cg05044778,PLXNA1,chr3,N_Shore
cg09355697,PLXNA1,chr3,N_Shore
cg17956387,PLXNA2,chr1,S_Shore
cg21144009,PLXNA2,chr1,Open_Sea
cg03146012,PLXNA4,chr7,Open_Sea
cg05950570,PLXNA4,chr7,Island
cg26209005,PLXNA4,chr7,Island
cg10235961,PLXNB1,chr3,Island
cg12069042,PLXNB1,chr3,N_Shelf
cg16357930,PLXNB1,chr3,Open_Sea
cg01763884,PLXNB2,chr22,Island
cg03315431,PLXNB3,chrX,Island
cg06595153,PLXNC1,chr12,Open_Sea
cg22433914,PLXNC1,chr12,Open_Sea
cg24503407,PM20D1,chr1,S_Shore
cg02068538,PMF1,chr1,Open_Sea
cg21036936,PML,chr15,S_Shelf
cg23397523,PML,chr15,Island
cg26487088,PML,chr15,Open_Sea
cg01866455,PMM2,chr16,Open_Sea
cg12798118,PMP22,chr17,Island
cg21357108,PMP22,chr17,Island
cg22229594,PMP22,chr17,Island
cg16982291,PMS1,chr2,Open_Sea
cg06423573,PMS2P1,chr7,Island
cg14515078,PMS2P1,chr7,Island
cg07399288,PMS2P4,chr7,Island
cg11867420,PMS2P4,chr7,S_Shore
cg01037726,PNCK,chrX,N_Shore
cg03627290,PNKD,chr2,N_Shore
cg09121269,PNMA1,chr14,S_Shore
cg06691218,PNMA2,chr8,N_Shore
cg19560927,PNMAL2,chr19,N_Shore
cg12087797,PNN,chr14,Island
cg13077562,PNOC,chr8,Open_Sea
cg04723385,PNP,chr14,Open_Sea
cg27319730,PNPLA1,chr6,Open_Sea
cg23653187,PNPLA3,chr22,N_Shore
cg16832551,PNPLA4,chrX,S_Shore
cg11250773,PNPLA5,chr22,Island
cg20377114,PNPLA5,chr22,Island
cg00401032,PNPLA6,chr19,Island
cg13659419,PNPLA7,chr9,N_Shore
cg25365783,PNPLA8,chr7,Island
cg03745114,PNPO,chr17,Open_Sea
cg03048054,POC1A,chr3,Open_Sea
cg06005571,POC1A,chr3,Island
cg13485889,POC1A,chr3,Island
cg14958373,POC1A,chr3,Open_Sea
cg19774788,POC1A,chr3,Open_Sea
cg00625021,POC5,chr5,Island
cg24163613,POC5,chr5,N_Shore
cg20930487,PODN,chr1,N_Shore
cg14183329,PODXL,chr7,Island
cg27245646,PODXL2,chr3,S_Shelf
cg07049167,POGK,chr1,Open_Sea
cg14256814,POGK,chr1,Island
cg12647320,POGZ,chr1,S_Shore
cg09225861,POLA2,chr11,Open_Sea
cg25014744,POLA2,chr11,Island
cg08839620,POLD3,chr11,Island
cg23498221,POLDIP2,chr17,N_Shelf
cg02344373,POLE,chr12,Open_Sea
cg16956999,POLE,chr12,N_Shore
cg23662671,POLE,chr12,Open_Sea
cg27197524,POLE,chr12,N_Shore
cg10038907,POLE2,chr14,N_Shore
cg20919922,POLE4,chr2,Island
cg20997028,POLG2,chr17,S_Shore
cg06539757,POLI,chr18,S_Shore
cg03171300,POLR1A,chr2,Open_Sea
cg11655669,POLR1B,chr2,Open_Sea
cg02285477,POLR1D,chr13,Island
cg07873155,POLR1D,chr13,S_Shore
cg13799919,POLR1D,chr13,Open_Sea
cg01821993,POLR2A,chr17,Open_Sea
cg02967125,POLR2A,chr17,Open_Sea
cg04665637,POLR2D,chr2,Island
cg01586506,POLR2F,chr22,Island
cg22176017,POLR2G,chr11,S_Shore
cg23488190,POLR2J2,chr7,Island
cg13748092,POLR2M,chr15,Open_Sea
cg24289167,POLR3A,chr10,Island
cg10585293,POLR3B,chr12,Open_Sea
cg24266542,POLR3B,chr12,S_Shore
cg02803775,POLR3H,chr22,N_Shelf
cg09667001,POLRMTP1,chr17,Island
cg07736705,POM121,chr7,Island
cg23007898,POM121L2,chr6,Open_Sea
cg26069919,POM121L2,chr6,Open_Sea
cg00008665,POMGNT2,chr3,N_Shore
cg22507203,POMK,chr8,Island
cg23323457,POMK,chr8,N_Shore
cg03437912,POMP,chr13,N_Shore
cg21856205,PON1,chr7,Island
cg18356732,PON2,chr7,Open_Sea
cg03605686,PON3,chr7,N_Shore
cg11700490,PON3,chr7,S_Shore
cg25515063,POP5,chr12,S_Shore
cg05340629,POP7,chr7,Island
cg21792432,POT1,chr7,Open_Sea
cg15130204,POTEH,chr22,S_Shore
cg13099374,POU2F1,chr1,Open_Sea
cg07622193,POU2F2,chr19,S_Shore
cg08645542,POU2F2,chr19,N_Shelf
cg08599259,POU3F1,chr1,Island
cg17791651,POU3F1,chr1,Island
cg22821908,POU3F1,chr1,Island
cg01878345,POU3F3,chr2,Island
cg00810883,POU3F4,chrX,N_Shore
cg09196081,POU3F4,chrX,N_Shore
cg08097882,POU4F1,chr13,N_Shelf
cg09010671,POU4F1,chr13,N_Shelf
cg14123923,POU4F1,chr13,Open_Sea
cg21264189,POU4F1,chr13,N_Shelf
cg19777318,POU5F1,chr6,Open_Sea
cg11833244,POU6F1,chr12,Open_Sea
cg22493172,POU6F1,chr12,Island
cg27161523,POU6F1,chr12,Open_Sea
cg04168137,POU6F2,chr7,S_Shore
cg05746403,POU6F2,chr7,Open_Sea
cg24274995,POU6F2,chr7,Open_Sea
cg22222999,PP2672,chr1,Open_Sea
cg05189667,PPAP2A,chr5,Open_Sea
cg12180551,PPAP2B,chr1,Open_Sea
cg13436417,PPAPDC1A,chr10,Open_Sea
cg15896446,PPAPDC1A,chr10,Open_Sea
cg22890950,PPAPDC1A,chr10,N_Shore
cg15611037,PPARD,chr6,Open_Sea
cg23903774,PPARD,chr6,Open_Sea
cg08550435,PPARGC1A,chr4,Open_Sea
cg19701879,PPARGC1A,chr4,Open_Sea
cg24125837,PPARGC1B,chr5,Open_Sea
cg11632617,PPCDC,chr15,N_Shore
cg09260158,PPCS,chr1,Island
cg11332388,PPCS,chr1,Island
cg18811184,PPEF1,chrX,Open_Sea
cg06384026,PPFIA1,chr11,Island
cg21231944,PPFIA2,chr12,S_Shore
cg23701643,PPFIA2,chr12,S_Shore
cg23926820,PPFIA2,chr12,Open_Sea
cg24719984,PPFIA2,chr12,S_Shore
cg09862733,PPFIA3,chr19,Island
cg01352586,PPFIA4,chr1,Island
cg06622528,PPFIA4,chr1,S_Shore
cg15493970,PPFIA4,chr1,S_Shore
cg17344055,PPFIBP2,chr11,Open_Sea
cg01182690,PPHLN1,chr12,N_Shore
cg01821022,PPHLN1,chr12,Open_Sea
cg11827402,PPHLN1,chr12,Island
cg22618571,PPHLN1,chr12,N_Shore
cg12520111,PPIA,chr7,Island
cg01395111,PPIC,chr5,Island
cg26970707,PPIC,chr5,N_Shore
cg09619028,PPID,chr4,Island
cg10818219,PPIH,chr1,S_Shore
cg13879495,PPIL2,chr22,N_Shore
cg20147335,PPIL2,chr22,Island
cg27545494,PPIL2,chr22,Island
cg08329684,PPL,chr16,N_Shore
cg14207210,PPM1E,chr17,Island
cg00494710,PPM1G,chr2,S_Shore
cg01611223,PPM1G,chr2,N_Shore
cg25235770,PPM1H,chr12,Open_Sea
cg07209631,PPM1K,chr4,Island
cg08268693,PPM1M,chr3,S_Shelf
cg08438690,PPM1M,chr3,N_Shore
cg03596877,PPP1R10,chr6,Open_Sea
cg11389011,PPP1R10,chr6,Open_Sea
cg19200440,PPP1R10,chr6,Open_Sea
cg03869743,PPP1R11,chr6,Open_Sea
cg25991756,PPP1R11,chr6,Open_Sea
cg26348803,PPP1R12B,chr1,Open_Sea
cg11778253,PPP1R12C,chr19,S_Shelf
cg19802133,PPP1R13L,chr19,N_Shore
cg24886788,PPP1R14D,chr15,Open_Sea
cg16072030,PPP1R15B,chr1,Island
cg11172693,PPP1R16B,chr20,Island
cg24834740,PPP1R16B,chr20,Island
cg01353448,PPP1R17,chr7,Open_Sea
cg08594936,PPP1R17,chr7,Open_Sea
cg13426098,PPP1R18,chr6,Island
cg15172484,PPP1R21,chr2,Open_Sea
cg08873792,PPP1R2P1,chr6,Island
cg16454316,PPP1R2P1,chr6,Island
cg07648933,PPP1R35,chr7,Island
cg04536575,PPP1R36,chr14,Island
cg05806645,PPP1R3B,chr8,Island
cg14878009,PPP1R7,chr2,Open_Sea
cg15694752,PPP1R7,chr2,S_Shelf
cg13686739,PPP1R9B,chr17,S_Shelf
cg21197905,PPP2R1B,chr11,Open_Sea
cg06403126,PPP2R2A,chr8,Open_Sea
cg13983063,PPP2R2B,chr5,S_Shore
cg19825203,PPP2R2B,chr5,Open_Sea
cg21938261,PPP2R2B,chr5,Island
cg20689476,PPP2R2C,chr4,Open_Sea
cg13257878,PPP2R2D,chr10,N_Shelf
cg16538964,PPP2R2D,chr10,Open_Sea
cg24312865,PPP2R2D,chr10,Open_Sea
cg05086282,PPP2R5C,chr14,Island
cg05571448,PPP3CA,chr4,Open_Sea
cg08971769,PPP3CB-AS1,chr10,S_Shelf
cg02640558,PPP3CC,chr8,Island
cg17260383,PPP3CC,chr8,Island
cg07126183,PPP4R4,chr14,S_Shore
cg00011578,PPP5C,chr19,Island
cg06630869,PPP6R1,chr19,Island
cg18047794,PPP6R1,chr19,Island
cg05650764,PPP6R3,chr11,N_Shore
cg10133100,PPP6R3,chr11,Open_Sea
cg07033722,PPT1,chr1,Open_Sea
cg19736671,PPT1,chr1,Island
cg03570994,PPT2,chr6,N_Shore
cg12568595,PPT2,chr6,S_Shelf
cg23660356,PPT2,chr6,S_Shore
cg24535352,PPT2,chr6,N_Shelf
cg02186756,PPY,chr17,Open_Sea
cg09643404,PPY,chr17,S_Shelf
cg10030436,PQBP1,chrX,S_Shore
cg13555004,PQLC2,chr1,S_Shelf
cg15026089,PQLC2,chr1,S_Shore
cg15596666,PRAP1,chr10,Open_Sea
cg16284674,PRAP1,chr10,Island
cg00748589,PRB2,chr12,Island
cg17143179,PRDM1,chr6,Open_Sea
cg24793124,PRDM1,chr6,Open_Sea
cg10931433,PRDM10,chr11,Open_Sea
cg13928649,PRDM12,chr9,Island
cg01931685,PRDM15,chr21,S_Shelf
cg02286662,PRDM15,chr21,Island
cg03969025,PRDM15,chr21,Island
cg00152878,PRDM16,chr1,Open_Sea
cg01431482,PRDM16,chr1,N_Shore
cg03126058,PRDM16,chr1,Open_Sea
cg04882365,PRDM16,chr1,Open_Sea
cg06773295,PRDM16,chr1,S_Shore
cg07797660,PRDM16,chr1,N_Shore
cg09321238,PRDM16,chr1,Island
cg09845604,PRDM16,chr1,Open_Sea
cg12473797,PRDM16,chr1,N_Shore
cg14200569,PRDM16,chr1,Open_Sea
cg14216672,PRDM16,chr1,Open_Sea
cg14841011,PRDM16,chr1,Island
cg14966901,PRDM16,chr1,N_Shelf
cg15505198,PRDM16,chr1,S_Shelf
cg18240463,PRDM16,chr1,Island
cg21160149,PRDM16,chr1,Open_Sea
cg24641193,PRDM16,chr1,Island
cg27229529,PRDM16,chr1,N_Shore
cg27444751,PRDM16,chr1,S_Shore
cg03945895,PRDM2,chr1,Open_Sea
cg21683025,PRDM2,chr1,Open_Sea
cg01546873,PRDM6,chr5,Open_Sea
cg18813020,PRDM6,chr5,Island
cg03463411,PRDM8,chr4,Island
cg06307913,PRDM8,chr4,S_Shore
cg18235100,PRDM8,chr4,Island
cg03501596,PRDX1,chr1,Island
cg07656648,PRDX5,chr11,Island
cg03834023,PREB,chr2,N_Shore
cg05588228,PRELID2,chr5,Open_Sea
cg04395306,PREX1,chr20,Island
cg09110402,PREX1,chr20,Island
cg13795264,PREX1,chr20,Island
cg27511255,PREX1,chr20,Island
cg05293738,PREX2,chr8,N_Shore
cg06617456,PREX2,chr8,Island
cg13652336,PREX2,chr8,N_Shore
cg15690525,PREX2,chr8,S_Shore
cg27467929,PREX2,chr8,Island
cg18352710,PRF1,chr10,S_Shelf
cg22475071,PRICKLE2,chr3,Open_Sea
cg05890849,PRIMA1,chr14,N_Shore
cg15837235,PRIMA1,chr14,Open_Sea
cg16577789,PRIMA1,chr14,Open_Sea
cg01228603,PRKAB1,chr12,Island
cg04870460,PRKAB2,chr1,S_Shore
cg14367344,PRKAB2,chr1,Island
cg14970434,PRKAB2,chr1,Open_Sea
cg06996555,PRKAG2,chr7,Open_Sea
cg13877163,PRKAG2,chr7,Open_Sea
cg17814717,PRKAG2,chr7,Open_Sea
cg08558397,PRKAR1B,chr7,Island
cg12441126,PRKAR1B,chr7,Island
cg13577076,PRKAR1B,chr7,Island
cg16581738,PRKAR1B,chr7,Open_Sea
cg21769820,PRKAR1B,chr7,Open_Sea
cg01004980,PRKAR2A,chr3,N_Shore
cg15212295,PRKCA,chr17,Open_Sea
cg03217795,PRKCB,chr16,Island
cg03306374,PRKCB,chr16,Island
cg04279973,PRKCB,chr16,Island
cg05632631,PRKCB,chr16,Open_Sea
cg08406370,PRKCB,chr16,N_Shore
cg21370856,PRKCB,chr16,Island
cg24250393,PRKCB,chr16,N_Shore
cg20886263,PRKCD,chr3,Island
cg01243950,PRKCE,chr2,Open_Sea
cg06398242,PRKCE,chr2,Open_Sea
cg08203192,PRKCE,chr2,S_Shore
cg11505026,PRKCE,chr2,Open_Sea
cg21746573,PRKCE,chr2,S_Shelf
cg01864982,PRKCG,chr19,N_Shore
cg03832839,PRKCG,chr19,Island
cg09254210,PRKCH,chr14,Open_Sea
cg18417061,PRKCH,chr14,Open_Sea
cg23875854,PRKCQ,chr10,Open_Sea
cg00312809,PRKCZ,chr1,S_Shore
cg00359465,PRKCZ,chr1,N_Shore
cg02393699,PRKCZ,chr1,S_Shelf
cg04023573,PRKCZ,chr1,N_Shore
cg04520340,PRKCZ,chr1,N_Shore
cg09180820,PRKCZ,chr1,N_Shelf
cg11835265,PRKCZ,chr1,Open_Sea
cg12085265,PRKCZ,chr1,Open_Sea
cg14171824,PRKCZ,chr1,S_Shore
cg19900677,PRKCZ,chr1,Open_Sea
cg22942532,PRKCZ,chr1,Open_Sea
cg23820589,PRKCZ,chr1,Open_Sea
cg24937768,PRKCZ,chr1,Open_Sea
cg25060388,PRKCZ,chr1,Open_Sea
cg25304754,PRKCZ,chr1,Open_Sea
cg27587033,PRKCZ,chr1,S_Shore
cg10077239,PRKD1,chr14,S_Shore
cg07101466,PRKD2,chr19,Island
cg00099869,PRKG1,chr10,Island
cg04004590,PRKG1,chr10,N_Shore
cg11227075,PRKG1,chr10,N_Shore
cg13719243,PRKG1,chr10,N_Shore
cg08111167,PRKG2,chr4,Island
cg11646294,PRLH,chr2,Open_Sea
cg19392831,PRLHR,chr10,Island
cg24611996,PRLHR,chr10,N_Shore
cg24075743,PRM1,chr16,Open_Sea
cg03983715,PRMT7,chr16,Open_Sea
cg00966398,PRMT8,chr12,Island
cg01693063,PRMT8,chr12,N_Shore
cg01870995,PRMT8,chr12,Island
cg04018622,PRMT8,chr12,Island
cg06029846,PRMT8,chr12,Island
cg07912789,PRMT8,chr12,Island
cg11596580,PRMT8,chr12,Island
cg18217632,PRMT8,chr12,Island
cg19656577,PRMT8,chr12,Island
cg21667836,PRMT8,chr12,N_Shore
cg23739862,PRMT8,chr12,Island
cg24100636,PRMT8,chr12,Island
cg01277890,PROB1,chr5,S_Shore
cg08621843,PROC,chr2,Island
cg21324308,PROK1,chr1,Open_Sea
cg15798455,PROK2,chr3,N_Shore
cg19822518,PROK2,chr3,S_Shore
cg10863075,PROKR2,chr20,Island
cg10520790,PROM1,chr4,Open_Sea
cg01408194,PROS1,chr3,Island
cg25233302,PROSER2,chr10,Island
cg15984997,PROSER3,chr19,S_Shelf
cg27345346,PROSER3,chr19,Open_Sea
cg01659176,PROX1-AS1,chr1,N_Shore
cg00898013,PROZ,chr13,Open_Sea
cg12172163,PROZ,chr13,Open_Sea
cg16019436,PROZ,chr13,Open_Sea
cg05686950,PRPF18,chr10,Open_Sea
cg00778920,PRPF19,chr11,S_Shore
cg06100442,PRPF19,chr11,N_Shelf
cg06489295,PRPF19,chr11,S_Shore
cg10460350,PRPF19,chr11,Open_Sea
ch.1.2890615F,PRPF3,chr1,Open_Sea
cg09368670,PRPF38B,chr1,Island
cg02508251,PRPF40A,chr2,Open_Sea
cg24163736,PRPF8,chr17,Island
cg16010628,PRPH,chr12,S_Shore
cg08373528,PRPH2,chr6,Open_Sea
cg10318678,PRPSAP1,chr17,Open_Sea
cg26925114,PRPSAP1,chr17,Island
cg02573089,PRR11,chr17,S_Shore
cg13927135,PRR12,chr19,Open_Sea
cg15117253,PRR13,chr12,S_Shore
cg04069277,PRR14,chr16,Island
cg14710524,PRR14,chr16,Island
cg16532606,PRR15L,chr17,Open_Sea
cg01127878,PRR19,chr19,Island
cg08835342,PRR19,chr19,Island
cg06924880,PRR23D1,chr8,Open_Sea
cg13719246,PRR23D2,chr8,Open_Sea
cg03749207,PRR25,chr16,Island
cg17480254,PRR32,chrX,Open_Sea
cg19149524,PRR35,chr16,Island
cg04169403,PRR5,chr22,Island
cg26133962,PRR5,chr22,Island
cg02193762,PRR5L,chr11,Island
cg20690028,PRRC1,chr5,N_Shore
cg10489928,PRRC2A,chr6,S_Shelf
cg11292878,PRRC2A,chr6,N_Shore
cg14308867,PRRC2A,chr6,S_Shelf
cg14943908,PRRC2A,chr6,S_Shore
cg25516853,PRRC2A,chr6,S_Shelf
cg25965888,PRRC2A,chr6,N_Shelf
cg13637151,PRRC2B,chr9,N_Shelf
cg21236177,PRRC2B,chr9,Open_Sea
cg16834537,PRRC2C,chr1,Island
cg02814558,PRRG3,chrX,S_Shelf
cg02915422,PRRG3,chrX,Island
cg15604615,PRRG3,chrX,S_Shelf
cg15731296,PRRG3,chrX,S_Shelf
cg23083269,PRRG3,chrX,Island
cg23486379,PRRG3,chrX,Island
cg23846114,PRRG3,chrX,S_Shelf
cg24382689,PRRG3,chrX,Open_Sea
cg19005368,PRRG4,chr11,Island
cg00254681,PRRT1,chr6,Island
cg23328707,PRRT3,chr3,S_Shelf
