cpg,gene,chromosome,f_type
cg21019522,SLC22A18,chr11,N_Shelf
cg21599100,SLC22A18,chr11,N_Shelf
cg21853021,SLC22A18,chr11,N_Shelf
cg22272492,SLC22A18,chr11,S_Shelf
cg22858288,SLC22A18,chr11,Island
cg24409566,SLC22A18,chr11,S_Shelf
cg24528523,SLC22A18,chr11,Island
cg24724917,SLC22A18,chr11,S_Shore
cg19627213,SLC22A2,chr6,S_Shore
cg02675946,SLC22A20,chr11,N_Shore
cg19323951,SLC22A20,chr11,N_Shore
cg23930334,SLC22A20,chr11,Island
cg00476032,SLC22A23,chr6,Open_Sea
cg02904554,SLC22A23,chr6,Open_Sea
cg04096758,SLC22A23,chr6,Open_Sea
cg16887070,SLC22A23,chr6,Open_Sea
cg21556223,SLC22A23,chr6,Open_Sea
cg24102242,SLC22A23,chr6,Open_Sea
cg26298273,SLC22A23,chr6,Open_Sea
cg06295784,SLC22A3,chr6,S_Shore
cg13280882,SLC22A3,chr6,S_Shore
cg15020894,SLC22A3,chr6,N_Shelf
cg12481567,SLC22A5,chr5,Open_Sea
cg23475112,SLC22A5,chr5,Open_Sea
cg04458776,SLC22A6,chr11,Open_Sea
cg05721705,SLC22A6,chr11,Open_Sea
cg12428447,SLC22A6,chr11,Open_Sea
cg12439773,SLC22A6,chr11,Open_Sea
cg19358520,SLC22A6,chr11,Open_Sea
cg07037963,SLC22A7,chr6,Open_Sea
cg06917325,SLC22A8,chr11,Open_Sea
cg11200963,SLC22A8,chr11,Open_Sea
cg14191493,SLC22A8,chr11,Open_Sea
cg15572436,SLC22A8,chr11,Open_Sea
cg16146033,SLC22A8,chr11,Open_Sea
cg17945323,SLC22A8,chr11,Open_Sea
cg22275125,SLC22A8,chr11,Open_Sea
cg22306408,SLC22A8,chr11,Open_Sea
cg22907415,SLC22A8,chr11,Open_Sea
cg01135800,SLC22A9,chr11,Open_Sea
cg02165693,SLC22A9,chr11,Open_Sea
cg10116443,SLC22A9,chr11,Open_Sea
cg00697057,SLC23A1,chr5,Island
cg00976381,SLC23A1,chr5,Island
cg01742263,SLC23A1,chr5,Island
cg11459648,SLC23A1,chr5,Island
cg12205435,SLC23A1,chr5,Island
cg18446110,SLC23A1,chr5,S_Shore
cg26929925,SLC23A1,chr5,Island
cg22147446,SLC23A2,chr20,Open_Sea
cg02203420,SLC24A2,chr9,N_Shore
cg12348970,SLC24A2,chr9,N_Shore
cg13661323,SLC24A2,chr9,Open_Sea
cg14442421,SLC24A2,chr9,Island
cg01352551,SLC24A3,chr20,N_Shore
cg02718002,SLC24A3,chr20,Open_Sea
cg01499816,SLC24A4,chr14,Open_Sea
cg01802258,SLC24A4,chr14,Island
cg04556542,SLC24A4,chr14,Island
cg10004481,SLC24A4,chr14,Open_Sea
cg10113212,SLC24A4,chr14,S_Shore
cg14512346,SLC24A4,chr14,N_Shore
cg18229521,SLC24A4,chr14,Island
cg01325409,SLC24A5,chr15,Open_Sea
cg00747849,SLC25A1,chr22,Island
cg07845392,SLC25A10,chr17,N_Shore
cg09996840,SLC25A10,chr17,S_Shore
cg13117272,SLC25A10,chr17,S_Shore
cg13150534,SLC25A10,chr17,S_Shore
cg22481974,SLC25A10,chr17,N_Shore
cg19931596,SLC25A12,chr2,Open_Sea
cg07997634,SLC25A13,chr7,Open_Sea
cg05448438,SLC25A15,chr13,Island
cg12588200,SLC25A15,chr13,Open_Sea
cg14191109,SLC25A16,chr10,S_Shore
cg16214034,SLC25A16,chr10,Open_Sea
cg26688803,SLC25A17,chr22,N_Shore
cg17944940,SLC25A19,chr17,Island
cg25679378,SLC25A19,chr17,Open_Sea
cg01202519,SLC25A1P1,chr11,N_Shore
cg03102841,SLC25A1P1,chr11,Island
cg15203618,SLC25A1P1,chr11,Island
cg26209718,SLC25A1P1,chr11,S_Shore
cg12400861,SLC25A1P3,chr7,S_Shore
cg13115376,SLC25A1P3,chr7,Island
cg17897518,SLC25A1P3,chr7,N_Shore
cg19127541,SLC25A1P3,chr7,Island
cg26591982,SLC25A1P3,chr7,N_Shore
cg04432594,SLC25A1P4,chr16,S_Shore
cg14125292,SLC25A1P4,chr16,Island
cg00030420,SLC25A2,chr5,Island
cg03060468,SLC25A2,chr5,Island
cg05638493,SLC25A2,chr5,Island
cg05845376,SLC25A2,chr5,Island
cg07039560,SLC25A2,chr5,Island
cg07496545,SLC25A2,chr5,Island
cg14739664,SLC25A2,chr5,Island
cg21636683,SLC25A2,chr5,Island
cg25212131,SLC25A2,chr5,Island
cg27320005,SLC25A2,chr5,Island
cg00948664,SLC25A20,chr3,N_Shore
cg02095895,SLC25A21,chr14,Open_Sea
cg04404694,SLC25A21,chr14,Open_Sea
cg15418322,SLC25A21,chr14,Open_Sea
cg17522727,SLC25A22,chr11,S_Shelf
cg26030804,SLC25A22,chr11,S_Shelf
cg27100471,SLC25A22,chr11,S_Shelf
cg14039237,SLC25A25,chr9,S_Shelf
cg14294859,SLC25A25,chr9,Open_Sea
cg07410597,SLC25A26,chr3,Open_Sea
cg17652998,SLC25A28,chr10,Open_Sea
cg01551177,SLC25A29,chr14,S_Shelf
cg23709172,SLC25A29,chr14,Open_Sea
cg02828514,SLC25A30,chr13,S_Shore
cg18865990,SLC25A30,chr13,Open_Sea
cg26579073,SLC25A30,chr13,Open_Sea
cg10011091,SLC25A32,chr8,N_Shelf
cg09058554,SLC25A33,chr1,S_Shore
cg13688474,SLC25A33,chr1,Island
cg23824902,SLC25A33,chr1,Open_Sea
cg26607031,SLC25A33,chr1,S_Shelf
cg09008187,SLC25A35,chr17,Island
cg06711656,SLC25A36,chr3,Island
cg17530058,SLC25A36,chr3,Island
cg09621438,SLC25A37,chr8,N_Shore
cg14755852,SLC25A37,chr8,N_Shore
cg16812174,SLC25A37,chr8,Open_Sea
cg18065686,SLC25A37,chr8,Open_Sea
cg10639933,SLC25A38,chr3,S_Shore
cg14528273,SLC25A38,chr3,S_Shelf
cg03192551,SLC25A39,chr17,Island
cg13209762,SLC25A3P1,chr1,Open_Sea
cg27583030,SLC25A4,chr4,Island
cg11857651,SLC25A41,chr19,Open_Sea
cg13742513,SLC25A41,chr19,Open_Sea
cg26851500,SLC25A41,chr19,Open_Sea
cg02595575,SLC25A42,chr19,Island
cg04460816,SLC25A42,chr19,Island
cg10665321,SLC25A42,chr19,Island
cg19547236,SLC25A42,chr19,S_Shore
cg20141652,SLC25A42,chr19,Island
cg07321092,SLC25A45,chr11,Open_Sea
cg24215776,SLC25A45,chr11,N_Shore
cg26660316,SLC25A46,chr5,S_Shelf
cg01035771,SLC25A47,chr14,Open_Sea
cg00637688,SLC25A48,chr5,N_Shore
cg04233669,SLC25A48,chr5,S_Shelf
cg04831076,SLC25A48,chr5,N_Shore
cg11793978,SLC25A48,chr5,Island
cg16560847,SLC25A48,chr5,N_Shelf
cg17276682,SLC25A5,chrX,N_Shore
cg09643350,SLC25A51P1,chr6,Island
cg14931669,SLC25A51P1,chr6,N_Shore
cg17014035,SLC25A51P1,chr6,S_Shore
cg13627714,SLC25A52,chr18,Open_Sea
cg05240537,SLC25A53,chrX,Open_Sea
cg10440516,SLC25A53,chrX,N_Shore
cg10723245,SLC25A53,chrX,S_Shore
cg12125741,SLC25A53,chrX,N_Shore
cg17155417,SLC25A5P3,chr7,Open_Sea
cg23594882,SLC25A5P3,chr7,Open_Sea
cg10605137,SLC26A10,chr12,S_Shore
cg09240210,SLC26A11,chr17,Open_Sea
cg23263226,SLC26A11,chr17,Open_Sea
cg04996020,SLC26A3,chr7,Open_Sea
cg05356496,SLC26A4,chr7,N_Shore
cg07686035,SLC26A4,chr7,N_Shore
cg14646244,SLC26A4,chr7,N_Shore
cg15320854,SLC26A4,chr7,N_Shore
cg20898273,SLC26A4,chr7,N_Shore
cg22054793,SLC26A4,chr7,S_Shelf
cg23299109,SLC26A4,chr7,N_Shore
cg26779378,SLC26A4,chr7,N_Shore
cg09661926,SLC26A8,chr6,Open_Sea
cg10552964,SLC26A8,chr6,N_Shelf
cg17702736,SLC26A8,chr6,Open_Sea
cg20132791,SLC26A8,chr6,N_Shelf
cg22563907,SLC26A8,chr6,Open_Sea
cg23807646,SLC26A8,chr6,N_Shelf
cg25123266,SLC26A8,chr6,N_Shelf
cg02912371,SLC26A9,chr1,Open_Sea
cg06437052,SLC26A9,chr1,Open_Sea
cg09852221,SLC26A9,chr1,Open_Sea
cg13172432,SLC26A9,chr1,Open_Sea
cg21828629,SLC26A9,chr1,Open_Sea
cg22862005,SLC26A9,chr1,Open_Sea
cg25517015,SLC27A1,chr19,S_Shelf
cg15930240,SLC27A3,chr1,S_Shore
cg13588599,SLC27A4,chr9,N_Shore
cg04676627,SLC27A5,chr19,N_Shore
cg00076307,SLC27A6,chr5,Island
cg06998224,SLC27A6,chr5,Open_Sea
cg07103493,SLC27A6,chr5,Island
cg07421806,SLC27A6,chr5,Island
cg11841562,SLC27A6,chr5,Open_Sea
cg13985726,SLC27A6,chr5,Island
cg14441976,SLC27A6,chr5,Island
cg17391928,SLC27A6,chr5,Island
cg20103758,SLC27A6,chr5,N_Shore
cg20417527,SLC27A6,chr5,N_Shore
cg25555059,SLC27A6,chr5,S_Shore
cg10680235,SLC28A1,chr15,Open_Sea
cg19686637,SLC28A1,chr15,Open_Sea
cg15395560,SLC28A2,chr15,Open_Sea
cg00386034,SLC29A1,chr6,Island
cg01993576,SLC29A1,chr6,S_Shore
cg04742345,SLC29A1,chr6,N_Shore
cg07053014,SLC29A1,chr6,N_Shore
cg17217665,SLC29A1,chr6,N_Shore
cg22330763,SLC29A1,chr6,S_Shelf
cg23250019,SLC29A2,chr11,N_Shore
cg05950509,SLC29A3,chr10,Open_Sea
cg19241744,SLC29A3,chr10,Open_Sea
cg00992711,SLC29A4,chr7,S_Shelf
cg01909588,SLC29A4,chr7,Island
cg05101809,SLC29A4,chr7,Island
cg09641576,SLC29A4,chr7,Island
cg10161423,SLC29A4,chr7,Island
cg16410579,SLC29A4,chr7,Island
cg17128256,SLC29A4,chr7,Island
cg20058937,SLC29A4,chr7,Island
cg21432302,SLC29A4,chr7,Island
cg23388451,SLC29A4,chr7,Island
cg24340453,SLC29A4,chr7,Island
cg21945686,SLC29A4P1,chr7,Island
cg26552859,SLC29A4P1,chr7,Island
cg06587976,SLC29A4P2,chr7,Island
cg13323553,SLC29A4P2,chr7,S_Shore
cg00102166,SLC2A1,chr1,S_Shore
cg01924561,SLC2A1,chr1,Open_Sea
cg03106288,SLC2A1,chr1,Island
cg04287330,SLC2A1,chr1,Island
cg05034603,SLC2A1,chr1,Open_Sea
cg05802386,SLC2A1,chr1,N_Shore
cg06094523,SLC2A1,chr1,Open_Sea
cg15089806,SLC2A1,chr1,Open_Sea
cg16738646,SLC2A1,chr1,Open_Sea
cg20282814,SLC2A1,chr1,N_Shore
cg20294984,SLC2A1,chr1,Open_Sea
cg26188818,SLC2A1,chr1,Island
cg07162198,SLC2A10,chr20,S_Shore
cg16117472,SLC2A10,chr20,Island
cg12486558,SLC2A12,chr6,Open_Sea
cg20028974,SLC2A12,chr6,Open_Sea
cg05581394,SLC2A13,chr12,S_Shore
cg14061497,SLC2A13,chr12,N_Shelf
cg00955780,SLC2A14,chr12,Island
cg06122660,SLC2A14,chr12,Island
cg06645921,SLC2A14,chr12,Island
cg11207307,SLC2A14,chr12,Island
cg13323752,SLC2A14,chr12,Island
cg15251385,SLC2A14,chr12,Island
cg16404371,SLC2A14,chr12,Island
cg19556774,SLC2A14,chr12,Island
cg02591487,SLC2A3,chr12,Open_Sea
cg20313963,SLC2A3,chr12,Open_Sea
cg20972214,SLC2A3,chr12,Open_Sea
cg07287120,SLC2A4,chr17,Island
cg21994579,SLC2A4,chr17,Island
cg00690929,SLC2A5,chr1,Open_Sea
cg03679305,SLC2A5,chr1,Open_Sea
cg15545739,SLC2A5,chr1,Island
cg00087511,SLC2A7,chr1,Open_Sea
cg07343511,SLC2A7,chr1,Open_Sea
cg09121478,SLC2A7,chr1,Open_Sea
cg14018434,SLC2A8,chr9,S_Shore
cg01607468,SLC2A9,chr4,S_Shelf
cg02387843,SLC2A9,chr4,Open_Sea
cg08896942,SLC2A9,chr4,N_Shelf
cg14959260,SLC2A9,chr4,Open_Sea
cg16785938,SLC2A9,chr4,S_Shore
cg23642392,SLC2A9,chr4,Open_Sea
cg25117600,SLC2A9,chr4,S_Shelf
cg25986240,SLC2A9,chr4,Open_Sea
cg02286819,SLC30A10,chr1,Open_Sea
cg08034750,SLC30A10,chr1,Open_Sea
cg08935841,SLC30A10,chr1,Open_Sea
cg09580974,SLC30A10,chr1,Open_Sea
cg10325600,SLC30A10,chr1,Island
cg10576232,SLC30A10,chr1,Open_Sea
cg11789804,SLC30A10,chr1,Open_Sea
cg12355180,SLC30A10,chr1,Island
cg14848594,SLC30A10,chr1,Island
cg17721710,SLC30A10,chr1,Island
cg19313402,SLC30A10,chr1,S_Shore
cg21648401,SLC30A10,chr1,S_Shore
cg24396691,SLC30A10,chr1,Island
cg24866764,SLC30A10,chr1,Open_Sea
cg24933645,SLC30A10,chr1,Island
cg25317664,SLC30A10,chr1,Island
cg26685195,SLC30A10,chr1,Island
cg27295373,SLC30A10,chr1,S_Shore
cg00349061,SLC30A2,chr1,N_Shore
cg07766612,SLC30A2,chr1,Island
cg19895786,SLC30A2,chr1,Island
cg03875195,SLC30A3,chr2,Island
cg08789022,SLC30A3,chr2,N_Shore
cg20885815,SLC30A3,chr2,Open_Sea
cg03989322,SLC30A5,chr5,N_Shore
cg12947103,SLC30A5,chr5,S_Shelf
cg16415724,SLC30A5,chr5,Island
cg12433831,SLC30A7,chr1,Open_Sea
cg09439192,SLC30A8,chr8,Open_Sea
cg23338195,SLC30A8,chr8,Open_Sea
cg01650904,SLC32A1,chr20,Island
cg03556497,SLC32A1,chr20,Island
cg05936441,SLC32A1,chr20,Island
cg07033372,SLC32A1,chr20,Island
cg08313939,SLC32A1,chr20,Island
cg08535373,SLC32A1,chr20,Island
cg10216615,SLC32A1,chr20,Island
cg10615414,SLC32A1,chr20,Island
cg10737118,SLC32A1,chr20,Island
cg12180703,SLC32A1,chr20,Island
cg12451099,SLC32A1,chr20,Island
cg13915754,SLC32A1,chr20,Island
cg15230781,SLC32A1,chr20,Island
cg19675084,SLC32A1,chr20,N_Shore
cg24454144,SLC32A1,chr20,Island
cg25307168,SLC32A1,chr20,Island
cg26877715,SLC32A1,chr20,Island
cg15451248,SLC33A1,chr3,N_Shore
cg25375916,SLC33A1,chr3,N_Shelf
cg05207973,SLC34A1,chr5,Island
cg06470558,SLC34A1,chr5,Open_Sea
cg13991631,SLC34A1,chr5,Open_Sea
cg18459405,SLC34A1,chr5,Open_Sea
cg21145248,SLC34A1,chr5,Open_Sea
cg21545535,SLC34A1,chr5,Open_Sea
cg26586952,SLC34A1,chr5,Open_Sea
cg25285433,SLC34A2,chr4,S_Shore
cg05036153,SLC34A3,chr9,N_Shore
cg07620167,SLC34A3,chr9,Island
cg13431678,SLC34A3,chr9,Island
cg13505608,SLC34A3,chr9,N_Shore
cg13512859,SLC34A3,chr9,N_Shore
cg13701954,SLC34A3,chr9,N_Shore
cg13716321,SLC34A3,chr9,S_Shore
cg10530128,SLC35A2,chrX,S_Shore
cg02152351,SLC35B3,chr6,S_Shore
cg09548084,SLC35B3,chr6,S_Shore
cg12178445,SLC35B3,chr6,S_Shore
cg16785291,SLC35B4,chr7,Open_Sea
cg10516359,SLC35C1,chr11,S_Shore
cg11435872,SLC35C1,chr11,S_Shore
cg13239041,SLC35C1,chr11,S_Shore
cg18500085,SLC35C1,chr11,S_Shore
cg19527995,SLC35C1,chr11,N_Shore
cg03837111,SLC35C2,chr20,Open_Sea
cg21516291,SLC35C2,chr20,Open_Sea
cg06894381,SLC35D1,chr1,Island
cg14626797,SLC35D1,chr1,S_Shore
cg21115004,SLC35D1,chr1,S_Shore
cg23015917,SLC35D1,chr1,Open_Sea
cg23722790,SLC35D1,chr1,Open_Sea
cg14331316,SLC35D2,chr9,Open_Sea
cg03988936,SLC35D3,chr6,Island
cg04422990,SLC35D3,chr6,N_Shore
cg14260073,SLC35D3,chr6,Island
cg18141830,SLC35D3,chr6,N_Shore
cg06246950,SLC35E4,chr22,N_Shore
cg26233253,SLC35E4,chr22,S_Shore
cg01995743,SLC35F1,chr6,Island
cg07236367,SLC35F1,chr6,S_Shelf
cg09283154,SLC35F1,chr6,Island
cg09699039,SLC35F1,chr6,Island
cg14224444,SLC35F1,chr6,Open_Sea
cg17403817,SLC35F1,chr6,Open_Sea
cg25976242,SLC35F1,chr6,Island
cg03851835,SLC35F2,chr11,Open_Sea
cg21557159,SLC35F2,chr11,N_Shelf
cg00161124,SLC35F3,chr1,N_Shore
cg04310063,SLC35F3,chr1,Open_Sea
cg10228857,SLC35F3,chr1,Open_Sea
cg14009098,SLC35F3,chr1,Island
cg17898069,SLC35F3,chr1,Open_Sea
cg20784768,SLC35F3,chr1,Island
cg01702210,SLC35F4,chr14,Open_Sea
cg08826251,SLC35F4,chr14,Island
cg10825068,SLC35F4,chr14,Open_Sea
cg11789820,SLC35F4,chr14,Open_Sea
cg12454814,SLC35F4,chr14,Island
cg13998988,SLC35F4,chr14,Open_Sea
cg14866863,SLC35F4,chr14,Island
cg21044933,SLC35F4,chr14,Open_Sea
cg21168134,SLC35F4,chr14,Open_Sea
cg23318063,SLC35F4,chr14,Island
cg26118906,SLC35F4,chr14,Island
cg26180263,SLC35F4,chr14,Open_Sea
cg23210118,SLC35G1,chr10,N_Shore
cg11031669,SLC35G5,chr8,Open_Sea
cg01574364,SLC36A1,chr5,Open_Sea
cg07510333,SLC36A1,chr5,S_Shelf
cg08758185,SLC36A1,chr5,Open_Sea
cg05672174,SLC36A2,chr5,Open_Sea
cg10345936,SLC36A2,chr5,Open_Sea
cg19562321,SLC36A2,chr5,Open_Sea
cg25380622,SLC36A2,chr5,Open_Sea
cg00109131,SLC36A3,chr5,Open_Sea
cg22445920,SLC36A3,chr5,Open_Sea
cg13128052,SLC37A1,chr21,N_Shore
cg13951069,SLC37A1,chr21,S_Shelf
cg13960334,SLC37A1,chr21,Island
cg17398613,SLC37A1,chr21,S_Shelf
cg18478353,SLC37A1,chr21,N_Shelf
cg14066905,SLC37A2,chr11,Open_Sea
cg01012242,SLC37A3,chr7,Open_Sea
cg12926529,SLC37A4,chr11,N_Shelf
cg21561712,SLC37A4,chr11,Open_Sea
cg24687335,SLC37A4,chr11,Island
cg02504521,SLC38A1,chr12,N_Shore
cg12494373,SLC38A1,chr12,Open_Sea
cg17090968,SLC38A1,chr12,S_Shore
cg26018685,SLC38A1,chr12,S_Shore
cg00466249,SLC38A10,chr17,S_Shore
cg03710029,SLC38A10,chr17,N_Shelf
cg06211877,SLC38A10,chr17,Island
cg06487369,SLC38A10,chr17,N_Shelf
cg06850526,SLC38A10,chr17,S_Shore
cg07003587,SLC38A10,chr17,N_Shore
cg08224920,SLC38A10,chr17,Island
cg14176339,SLC38A10,chr17,Open_Sea
cg14345572,SLC38A10,chr17,Island
cg15009525,SLC38A10,chr17,N_Shore
cg15215033,SLC38A10,chr17,N_Shore
cg16863795,SLC38A10,chr17,Island
cg20552468,SLC38A10,chr17,S_Shore
cg21848117,SLC38A10,chr17,N_Shore
cg22186315,SLC38A10,chr17,S_Shore
cg23460369,SLC38A10,chr17,S_Shore
cg23792115,SLC38A10,chr17,N_Shore
cg25692139,SLC38A10,chr17,N_Shore
cg06864895,SLC38A2,chr12,S_Shore
cg16848712,SLC38A2,chr12,S_Shore
cg19620086,SLC38A2,chr12,S_Shore
cg21563683,SLC38A2,chr12,S_Shore
cg26212328,SLC38A2,chr12,S_Shore
cg27491190,SLC38A2,chr12,S_Shore
cg00390253,SLC38A3,chr3,N_Shore
cg03645007,SLC38A3,chr3,Open_Sea
cg13907146,SLC38A3,chr3,Island
cg17590101,SLC38A5,chrX,Open_Sea
cg18492059,SLC38A5,chrX,Open_Sea
cg20495737,SLC38A5,chrX,Open_Sea
cg01119072,SLC38A8,chr16,Open_Sea
cg02516845,SLC38A8,chr16,Open_Sea
cg08382534,SLC38A8,chr16,Open_Sea
cg05462905,SLC38A9,chr5,Open_Sea
cg07042489,SLC38A9,chr5,Open_Sea
cg07262873,SLC38A9,chr5,Open_Sea
cg04112102,SLC39A10,chr2,N_Shore
cg18112235,SLC39A10,chr2,Open_Sea
cg04240077,SLC39A11,chr17,Open_Sea
cg08853318,SLC39A11,chr17,Open_Sea
cg09464990,SLC39A11,chr17,Open_Sea
cg11761483,SLC39A11,chr17,Open_Sea
cg16434331,SLC39A11,chr17,Open_Sea
cg22263591,SLC39A11,chr17,Open_Sea
cg25067702,SLC39A11,chr17,Open_Sea
cg25329072,SLC39A11,chr17,Open_Sea
cg25901000,SLC39A11,chr17,Open_Sea
cg27219182,SLC39A11,chr17,Open_Sea
cg27248029,SLC39A11,chr17,Open_Sea
cg06812574,SLC39A12,chr10,Open_Sea
cg19856444,SLC39A12,chr10,Open_Sea
cg23335976,SLC39A12,chr10,Open_Sea
cg00433296,SLC39A14,chr8,N_Shore
cg02479022,SLC39A14,chr8,Open_Sea
cg05254747,SLC39A14,chr8,N_Shore
cg05487207,SLC39A14,chr8,N_Shore
cg15740790,SLC39A14,chr8,Island
cg25257677,SLC39A14,chr8,N_Shore
cg04803798,SLC39A4,chr8,S_Shore
cg05574324,SLC39A4,chr8,S_Shore
cg06700234,SLC39A4,chr8,S_Shore
cg09155025,SLC39A4,chr8,Island
cg11800672,SLC39A4,chr8,S_Shore
cg12503742,SLC39A4,chr8,S_Shore
cg22059438,SLC39A4,chr8,N_Shore
cg23697467,SLC39A4,chr8,Island
cg00668685,SLC39A5,chr12,Open_Sea
cg03343942,SLC39A5,chr12,Open_Sea
cg13735704,SLC39A8,chr4,N_Shelf
cg06955716,SLC39A9,chr14,S_Shelf
cg02905828,SLC3A2,chr11,N_Shore
cg09345320,SLC3A2,chr11,N_Shore
cg15795544,SLC3A2,chr11,N_Shore
cg17300723,SLC3A2,chr11,N_Shore
cg24406775,SLC3A2,chr11,Open_Sea
cg27033919,SLC3A2,chr11,N_Shore
ch.11.1222938R,SLC3A2,chr11,Open_Sea
cg04361126,SLC40A1,chr2,S_Shore
cg14499385,SLC40A1,chr2,S_Shore
cg01654312,SLC41A1,chr1,Island
cg09790270,SLC41A1,chr1,Open_Sea
cg10717869,SLC41A1,chr1,N_Shore
cg13453750,SLC41A1,chr1,S_Shore
cg14413177,SLC41A1,chr1,Open_Sea
cg22784260,SLC41A2,chr12,Open_Sea
cg02256089,SLC41A3,chr3,N_Shore
cg10798682,SLC41A3,chr3,Open_Sea
cg14598764,SLC41A3,chr3,Open_Sea
cg20177385,SLC41A3,chr3,Open_Sea
cg24663845,SLC41A3,chr3,Open_Sea
cg25365006,SLC41A3,chr3,Open_Sea
cg09478995,SLC43A1,chr11,N_Shelf
cg11376147,SLC43A1,chr11,Open_Sea
cg01148127,SLC43A2,chr17,Island
cg01438467,SLC43A2,chr17,Island
cg02426464,SLC43A2,chr17,S_Shelf
cg05527267,SLC43A2,chr17,Open_Sea
cg06017212,SLC43A2,chr17,N_Shore
cg14131824,SLC43A2,chr17,N_Shore
cg17258335,SLC43A2,chr17,N_Shelf
cg18964590,SLC43A2,chr17,Open_Sea
cg19272348,SLC43A2,chr17,Open_Sea
cg19880947,SLC43A2,chr17,Island
cg21949830,SLC43A2,chr17,Island
cg23837623,SLC43A2,chr17,Island
cg23859051,SLC43A2,chr17,Island
cg24314549,SLC43A2,chr17,S_Shore
cg25212453,SLC43A2,chr17,Island
cg13603332,SLC44A1,chr9,Open_Sea
cg02426178,SLC44A2,chr19,Island
cg06943912,SLC44A2,chr19,S_Shelf
cg00092644,SLC44A3,chr1,Open_Sea
cg01347702,SLC44A4,chr6,Open_Sea
cg03045620,SLC44A4,chr6,Open_Sea
cg04567302,SLC44A4,chr6,Open_Sea
cg05686323,SLC44A4,chr6,S_Shelf
cg07185041,SLC44A4,chr6,Open_Sea
cg07357081,SLC44A4,chr6,Open_Sea
cg07705820,SLC44A4,chr6,S_Shelf
cg09298971,SLC44A4,chr6,Open_Sea
cg10017105,SLC44A4,chr6,S_Shore
cg11943056,SLC44A4,chr6,Open_Sea
cg17012525,SLC44A4,chr6,S_Shore
cg18263014,SLC44A4,chr6,S_Shelf
cg18856043,SLC44A4,chr6,Open_Sea
cg18949702,SLC44A4,chr6,S_Shore
cg19117051,SLC44A4,chr6,Open_Sea
cg19955284,SLC44A4,chr6,S_Shelf
cg21618695,SLC44A4,chr6,S_Shore
cg24529722,SLC44A4,chr6,Open_Sea
cg24732991,SLC44A4,chr6,S_Shelf
cg26434400,SLC44A4,chr6,S_Shelf
cg27005847,SLC44A4,chr6,Open_Sea
cg07171527,SLC45A1,chr1,Island
cg14668879,SLC45A1,chr1,Island
cg14851757,SLC45A1,chr1,S_Shore
cg15554087,SLC45A1,chr1,S_Shore
cg04302388,SLC45A2,chr5,Open_Sea
cg17570188,SLC45A2,chr5,Open_Sea
cg26291678,SLC45A2,chr5,Open_Sea
cg00305188,SLC45A3,chr1,Island
cg02075570,SLC45A3,chr1,Island
cg03374976,SLC45A3,chr1,N_Shore
cg06832359,SLC45A3,chr1,S_Shore
cg08639339,SLC45A3,chr1,N_Shore
cg11455040,SLC45A3,chr1,S_Shore
cg11961175,SLC45A3,chr1,S_Shore
cg12048674,SLC45A3,chr1,Island
cg14557227,SLC45A3,chr1,Island
cg17284384,SLC45A3,chr1,Island
cg17723122,SLC45A3,chr1,Open_Sea
cg01961825,SLC45A4,chr8,Open_Sea
cg03316587,SLC45A4,chr8,Open_Sea
cg03653399,SLC45A4,chr8,S_Shore
cg04173864,SLC45A4,chr8,S_Shelf
cg04597393,SLC45A4,chr8,Open_Sea
cg04804543,SLC45A4,chr8,S_Shore
cg07217030,SLC45A4,chr8,S_Shore
cg07570470,SLC45A4,chr8,Island
cg08271907,SLC45A4,chr8,Open_Sea
cg10090414,SLC45A4,chr8,Open_Sea
cg11199822,SLC45A4,chr8,Open_Sea
cg11268280,SLC45A4,chr8,N_Shore
cg11945507,SLC45A4,chr8,S_Shore
cg13340765,SLC45A4,chr8,Open_Sea
cg14150907,SLC45A4,chr8,Open_Sea
cg15586392,SLC45A4,chr8,S_Shore
cg16305292,SLC45A4,chr8,S_Shore
cg17298326,SLC45A4,chr8,Open_Sea
cg19867107,SLC45A4,chr8,Open_Sea
cg20068274,SLC45A4,chr8,Open_Sea
cg20657864,SLC45A4,chr8,Open_Sea
cg21769006,SLC45A4,chr8,Open_Sea
cg22261640,SLC45A4,chr8,S_Shore
cg22335882,SLC45A4,chr8,S_Shore
cg23166590,SLC45A4,chr8,Open_Sea
cg25043496,SLC45A4,chr8,Open_Sea
cg26197679,SLC45A4,chr8,Open_Sea
cg26283879,SLC45A4,chr8,Open_Sea
cg26714129,SLC45A4,chr8,Open_Sea
cg27109043,SLC45A4,chr8,Open_Sea
cg27485152,SLC45A4,chr8,Open_Sea
cg10726357,SLC46A2,chr9,S_Shore
cg01530032,SLC47A1,chr17,N_Shore
cg08895056,SLC47A1,chr17,S_Shore
cg10718608,SLC47A1,chr17,S_Shore
cg12894055,SLC47A1,chr17,S_Shore
cg23922753,SLC47A1,chr17,S_Shelf
cg24222390,SLC47A1,chr17,N_Shore
cg11259937,SLC47A2,chr17,N_Shelf
cg15708148,SLC47A2,chr17,N_Shore
cg02998129,SLC4A1,chr17,Open_Sea
cg04433322,SLC4A1,chr17,Open_Sea
cg16063416,SLC4A1,chr17,Open_Sea
cg16464328,SLC4A1,chr17,Open_Sea
cg24607642,SLC4A1,chr17,Open_Sea
cg06581825,SLC4A10,chr2,Open_Sea
cg02382400,SLC4A11,chr20,N_Shore
cg03738669,SLC4A11,chr20,N_Shore
