cpg,gene,chromosome,f_type
cg12155684,TRBV4-2,chr7,Open_Sea
cg19143211,TRDN,chr6,Open_Sea
cg19478478,TRDN,chr6,Open_Sea
cg17695682,TREH,chr11,Open_Sea
cg04451353,TREM1,chr6,Open_Sea
cg06196379,TREM1,chr6,Open_Sea
cg09310966,TREM1,chr6,Open_Sea
cg10981439,TREM1,chr6,Open_Sea
cg21328082,TREM1,chr6,Open_Sea
cg04456284,TREM2,chr6,Open_Sea
cg10725937,TREM2,chr6,Open_Sea
cg25748868,TREM2,chr6,Open_Sea
cg01564343,TREML1,chr6,Open_Sea
cg03338154,TREML1,chr6,Open_Sea
cg04454050,TREML1,chr6,Open_Sea
cg08956463,TREML2,chr6,Open_Sea
cg15658306,TREML2,chr6,Open_Sea
cg18297196,TREML2,chr6,Open_Sea
cg19005210,TREML2,chr6,Open_Sea
cg25473438,TREML2,chr6,Open_Sea
cg25960769,TREML2,chr6,Open_Sea
cg27193858,TREML2,chr6,Open_Sea
cg05143424,TREML3P,chr6,Open_Sea
cg15781819,TREML4,chr6,Open_Sea
cg10779336,TREML5P,chr6,Open_Sea
cg16231757,TREML5P,chr6,Open_Sea
cg01506917,TRERF1,chr6,N_Shelf
cg07006183,TRERF1,chr6,Open_Sea
cg08336315,TRERF1,chr6,Island
cg10013121,TRERF1,chr6,Island
cg10260072,TRERF1,chr6,Island
cg11854981,TRERF1,chr6,Open_Sea
cg16597079,TRERF1,chr6,Open_Sea
cg22483743,TRERF1,chr6,Open_Sea
cg26581228,TRERF1,chr6,Open_Sea
cg26748024,TRERF1,chr6,Island
cg27370104,TRERF1,chr6,N_Shore
cg14208102,TREX1,chr3,Open_Sea
cg09364317,TREX2,chrX,Island
cg12869875,TREX2,chrX,S_Shore
cg14699869,TREX2,chrX,Island
cg18879010,TREX2,chrX,Island
cg24802813,TRG-AS1,chr7,Open_Sea
cg00185867,TRGC1,chr7,N_Shore
cg01119319,TRGC1,chr7,Open_Sea
cg01219385,TRGC1,chr7,Open_Sea
cg05613718,TRGC1,chr7,S_Shelf
cg09121680,TRGC1,chr7,Open_Sea
cg11467506,TRGC1,chr7,Open_Sea
cg12294633,TRGC1,chr7,Open_Sea
cg12996622,TRGC1,chr7,Open_Sea
cg13922442,TRGC1,chr7,Open_Sea
cg18833928,TRGC1,chr7,Open_Sea
cg22949229,TRGC1,chr7,Open_Sea
cg23144473,TRGC1,chr7,Open_Sea
cg24300154,TRGC1,chr7,Open_Sea
cg24648241,TRGC1,chr7,N_Shelf
cg26576544,TRGC1,chr7,Open_Sea
cg08195943,TRH,chr3,Island
cg14595003,TRH,chr3,Island
cg15109144,TRH,chr3,S_Shore
cg04740812,TRHDE,chr12,S_Shelf
cg08086949,TRHDE,chr12,Open_Sea
cg08944723,TRHDE,chr12,Open_Sea
cg11911115,TRHDE,chr12,Open_Sea
cg13861413,TRHDE,chr12,Open_Sea
cg14023589,TRHDE,chr12,Open_Sea
cg14839014,TRHR,chr8,Open_Sea
cg00207280,TRIB1,chr8,N_Shore
cg06668527,TRIB1,chr8,Island
cg13821176,TRIB1,chr8,S_Shelf
cg14683125,TRIB1,chr8,N_Shore
cg22727364,TRIB1,chr8,Island
cg17082953,TRIB2,chr2,Island
cg27599869,TRIB2,chr2,Island
cg01704877,TRIB3,chr20,Island
cg15799353,TRIB3,chr20,S_Shore
cg24966406,TRIB3,chr20,S_Shelf
cg03797906,TRIL,chr7,N_Shore
cg01614643,TRIM10,chr6,Open_Sea
cg01748268,TRIM10,chr6,Open_Sea
cg02116996,TRIM10,chr6,Open_Sea
cg02703235,TRIM10,chr6,Open_Sea
cg03266377,TRIM10,chr6,Open_Sea
cg03957649,TRIM10,chr6,Open_Sea
cg05762309,TRIM10,chr6,Open_Sea
cg05824482,TRIM10,chr6,Open_Sea
cg05984845,TRIM10,chr6,Open_Sea
cg06111486,TRIM10,chr6,Open_Sea
cg08508724,TRIM10,chr6,Open_Sea
cg08513123,TRIM10,chr6,Open_Sea
cg09016806,TRIM10,chr6,Open_Sea
cg11334822,TRIM10,chr6,Open_Sea
cg11553183,TRIM10,chr6,Open_Sea
cg12251145,TRIM10,chr6,Open_Sea
cg13707358,TRIM10,chr6,Open_Sea
cg15118780,TRIM10,chr6,Open_Sea
cg16206678,TRIM10,chr6,Open_Sea
cg18267047,TRIM10,chr6,Open_Sea
cg18765127,TRIM10,chr6,Open_Sea
cg20136460,TRIM10,chr6,Open_Sea
cg22733580,TRIM10,chr6,Open_Sea
cg23977256,TRIM10,chr6,Open_Sea
cg24329658,TRIM10,chr6,Open_Sea
cg27000368,TRIM10,chr6,Open_Sea
cg27119877,TRIM10,chr6,Open_Sea
cg10500165,TRIM11,chr1,S_Shelf
cg11317199,TRIM14,chr9,Island
cg00030508,TRIM15,chr6,N_Shore
cg01775921,TRIM15,chr6,N_Shore
cg01905142,TRIM15,chr6,Open_Sea
cg03242458,TRIM15,chr6,Open_Sea
cg03261948,TRIM15,chr6,S_Shore
cg09624858,TRIM15,chr6,Open_Sea
cg10108296,TRIM15,chr6,N_Shore
cg11565299,TRIM15,chr6,N_Shore
cg12232118,TRIM15,chr6,Open_Sea
cg12470367,TRIM15,chr6,N_Shelf
cg12480375,TRIM15,chr6,Open_Sea
cg13219709,TRIM15,chr6,N_Shelf
cg14815183,TRIM15,chr6,Open_Sea
cg17527819,TRIM15,chr6,S_Shore
cg21643178,TRIM15,chr6,N_Shore
cg22402816,TRIM15,chr6,Open_Sea
cg22577701,TRIM15,chr6,N_Shelf
cg23064481,TRIM15,chr6,Open_Sea
cg24396154,TRIM15,chr6,N_Shore
cg24592546,TRIM15,chr6,N_Shelf
cg24677444,TRIM15,chr6,S_Shore
cg27201802,TRIM15,chr6,N_Shore
cg13649519,TRIM16,chr17,Open_Sea
cg17325958,TRIM16L,chr17,Open_Sea
cg20939768,TRIM17,chr1,S_Shore
cg01597882,TRIM2,chr4,S_Shelf
cg02616418,TRIM2,chr4,Open_Sea
cg03724962,TRIM2,chr4,Open_Sea
cg03808580,TRIM2,chr4,N_Shelf
cg05795596,TRIM2,chr4,S_Shore
cg08555594,TRIM2,chr4,N_Shore
cg11652691,TRIM2,chr4,Island
cg16814143,TRIM2,chr4,Island
cg17943647,TRIM2,chr4,Open_Sea
cg20818457,TRIM2,chr4,Open_Sea
cg22280771,TRIM2,chr4,Island
cg22811638,TRIM2,chr4,S_Shore
cg25173574,TRIM2,chr4,Open_Sea
cg09618974,TRIM22,chr11,Open_Sea
cg11112590,TRIM22,chr11,Open_Sea
cg10703331,TRIM24,chr7,N_Shore
cg01544215,TRIM26,chr6,Island
cg02600978,TRIM26,chr6,Open_Sea
cg03084824,TRIM26,chr6,Open_Sea
cg03798162,TRIM26,chr6,Open_Sea
cg05850884,TRIM26,chr6,Open_Sea
cg06895103,TRIM26,chr6,Open_Sea
cg07523043,TRIM26,chr6,Open_Sea
cg09579704,TRIM26,chr6,Open_Sea
cg10037053,TRIM26,chr6,Island
cg13083523,TRIM26,chr6,N_Shore
cg14971718,TRIM26,chr6,Open_Sea
cg16012536,TRIM26,chr6,Open_Sea
cg19321263,TRIM26,chr6,Open_Sea
cg20049702,TRIM26,chr6,Open_Sea
cg20345556,TRIM26,chr6,Open_Sea
cg21763718,TRIM26,chr6,Open_Sea
cg22272129,TRIM26,chr6,Open_Sea
cg23055081,TRIM26,chr6,Island
cg24636541,TRIM26,chr6,Open_Sea
cg24830233,TRIM26,chr6,Open_Sea
cg24968291,TRIM26,chr6,Open_Sea
cg25367940,TRIM26,chr6,Open_Sea
cg25938010,TRIM26,chr6,Open_Sea
cg26121436,TRIM26,chr6,Open_Sea
cg26278214,TRIM26,chr6,Open_Sea
cg26560341,TRIM26,chr6,N_Shore
cg26589028,TRIM26,chr6,Open_Sea
cg26804124,TRIM26,chr6,Open_Sea
cg27136023,TRIM26,chr6,Open_Sea
cg01971789,TRIM27,chr6,N_Shore
cg02525926,TRIM27,chr6,Open_Sea
cg03270340,TRIM27,chr6,Island
cg05656855,TRIM27,chr6,Open_Sea
cg08279189,TRIM27,chr6,Open_Sea
cg11389756,TRIM27,chr6,Open_Sea
cg14059339,TRIM27,chr6,Open_Sea
cg14633298,TRIM27,chr6,S_Shore
cg14700841,TRIM27,chr6,Open_Sea
cg14781667,TRIM27,chr6,Open_Sea
cg15658931,TRIM27,chr6,S_Shore
cg15766595,TRIM27,chr6,N_Shore
cg17344091,TRIM27,chr6,Open_Sea
cg17352468,TRIM27,chr6,Island
cg17657594,TRIM27,chr6,Island
cg19286631,TRIM27,chr6,Open_Sea
cg20986887,TRIM27,chr6,N_Shelf
cg22842085,TRIM27,chr6,Open_Sea
cg27358207,TRIM27,chr6,Open_Sea
cg00437969,TRIM29,chr11,S_Shore
cg04745079,TRIM29,chr11,Open_Sea
cg07435449,TRIM29,chr11,N_Shelf
cg09977361,TRIM29,chr11,S_Shore
cg12201660,TRIM29,chr11,Island
cg13285004,TRIM29,chr11,Island
cg13625403,TRIM29,chr11,Island
cg13907859,TRIM29,chr11,S_Shore
cg15331855,TRIM29,chr11,Open_Sea
cg17971587,TRIM29,chr11,Island
cg20655548,TRIM29,chr11,N_Shore
cg24956710,TRIM29,chr11,Open_Sea
cg01658047,TRIM3,chr11,Open_Sea
cg17580363,TRIM3,chr11,Island
cg00120932,TRIM31,chr6,Open_Sea
cg02255950,TRIM31,chr6,Open_Sea
cg02809940,TRIM31,chr6,Open_Sea
cg02995061,TRIM31,chr6,Open_Sea
cg04012857,TRIM31,chr6,Open_Sea
cg07939231,TRIM31,chr6,Open_Sea
cg08222513,TRIM31,chr6,Open_Sea
cg08502360,TRIM31,chr6,Open_Sea
cg08918709,TRIM31,chr6,S_Shelf
cg10446356,TRIM31,chr6,S_Shelf
cg19878326,TRIM31,chr6,Open_Sea
cg20591745,TRIM31,chr6,Open_Sea
cg21809927,TRIM31,chr6,Open_Sea
cg26256630,TRIM31,chr6,N_Shore
cg27342919,TRIM31,chr6,Open_Sea
cg27351624,TRIM31,chr6,S_Shelf
cg18199720,TRIM33,chr1,Island
cg20932765,TRIM33,chr1,Island
cg00377497,TRIM35,chr8,N_Shore
cg09127592,TRIM35,chr8,N_Shelf
cg20466074,TRIM35,chr8,Island
cg00889769,TRIM36,chr5,Island
cg03708188,TRIM36,chr5,N_Shore
cg05936516,TRIM36,chr5,S_Shore
cg09312149,TRIM36,chr5,S_Shore
cg11275737,TRIM36,chr5,N_Shore
cg12908665,TRIM36,chr5,Open_Sea
cg15693415,TRIM36,chr5,S_Shelf
cg16604243,TRIM36,chr5,Island
cg21970794,TRIM36,chr5,S_Shore
cg08780063,TRIM37,chr17,Open_Sea
cg22262055,TRIM38,chr6,Open_Sea
cg05934778,TRIM39,chr6,Open_Sea
cg08136190,TRIM39,chr6,Open_Sea
cg12005950,TRIM39,chr6,Open_Sea
cg16600706,TRIM39,chr6,N_Shelf
cg21508457,TRIM39,chr6,N_Shore
cg23027402,TRIM39,chr6,Open_Sea
cg27311647,TRIM39,chr6,N_Shelf
cg00126536,TRIM40,chr6,Open_Sea
cg01506341,TRIM40,chr6,Open_Sea
cg03251349,TRIM40,chr6,Open_Sea
cg04970744,TRIM40,chr6,Open_Sea
cg05681072,TRIM40,chr6,Open_Sea
cg05978864,TRIM40,chr6,Open_Sea
cg06195293,TRIM40,chr6,Open_Sea
cg08116408,TRIM40,chr6,Open_Sea
cg09423413,TRIM40,chr6,Open_Sea
cg10443019,TRIM40,chr6,Open_Sea
cg10848828,TRIM40,chr6,Open_Sea
cg11963400,TRIM40,chr6,Open_Sea
cg12612406,TRIM40,chr6,Open_Sea
cg13961318,TRIM40,chr6,Open_Sea
cg20958486,TRIM40,chr6,Open_Sea
cg22692281,TRIM40,chr6,Open_Sea
cg23481243,TRIM40,chr6,Open_Sea
cg23698950,TRIM40,chr6,Open_Sea
cg26970983,TRIM40,chr6,Open_Sea
cg08956008,TRIM41,chr5,Island
cg10430077,TRIM41,chr5,N_Shore
cg18256205,TRIM41,chr5,N_Shore
cg18361024,TRIM41,chr5,Island
cg13998904,TRIM42,chr3,Open_Sea
cg20677019,TRIM42,chr3,Island
cg26133082,TRIM43,chr2,Open_Sea
cg26267272,TRIM43B,chr2,Open_Sea
cg12277888,TRIM44,chr11,Open_Sea
cg13898106,TRIM45,chr1,Island
cg17432313,TRIM45,chr1,Island
cg22433726,TRIM47,chr17,N_Shore
cg22413399,TRIM48,chr11,Open_Sea
cg05444785,TRIM49,chr11,Open_Sea
cg13738382,TRIM49D1,chr11,Open_Sea
cg22405122,TRIM49D1,chr11,Open_Sea
cg01799588,TRIM5,chr11,Open_Sea
cg09292992,TRIM5,chr11,Open_Sea
cg10994223,TRIM5,chr11,Open_Sea
cg12471950,TRIM5,chr11,Open_Sea
cg16706324,TRIM5,chr11,Open_Sea
cg24098643,TRIM5,chr11,Open_Sea
cg24411948,TRIM5,chr11,Open_Sea
cg20190025,TRIM50,chr7,N_Shelf
cg18315159,TRIM51EP,chr11,S_Shore
cg07872868,TRIM54,chr2,Island
cg19101417,TRIM54,chr2,Open_Sea
cg25218351,TRIM54,chr2,Open_Sea
cg04041976,TRIM55,chr8,N_Shelf
cg00020390,TRIM56,chr7,Open_Sea
cg04899225,TRIM56,chr7,Open_Sea
cg06772157,TRIM56,chr7,N_Shelf
cg09697510,TRIM56,chr7,Open_Sea
cg10652650,TRIM56,chr7,N_Shelf
cg26112394,TRIM56,chr7,N_Shore
cg12303736,TRIM60,chr4,Open_Sea
cg23987119,TRIM60,chr4,Open_Sea
cg11512289,TRIM61,chr4,Open_Sea
cg11955878,TRIM61,chr4,Open_Sea
cg25219188,TRIM61,chr4,Open_Sea
cg03036777,TRIM62,chr1,S_Shore
cg11426590,TRIM62,chr1,Island
cg13401963,TRIM62,chr1,Island
cg15575967,TRIM62,chr1,S_Shore
cg15860924,TRIM62,chr1,Island
cg19910481,TRIM62,chr1,S_Shelf
cg25274008,TRIM62,chr1,S_Shore
cg25342005,TRIM62,chr1,S_Shore
cg04489573,TRIM63,chr1,Open_Sea
cg16016319,TRIM63,chr1,Open_Sea
cg16051685,TRIM63,chr1,Open_Sea
cg25203916,TRIM63,chr1,Open_Sea
cg08561079,TRIM64B,chr11,Open_Sea
cg24005701,TRIM64B,chr11,Open_Sea
cg24827550,TRIM64C,chr11,Open_Sea
cg16846514,TRIM64EP,chr11,Open_Sea
cg10927422,TRIM65,chr17,S_Shore
cg12608775,TRIM66,chr11,Open_Sea
cg05958922,TRIM67,chr1,Open_Sea
cg19500415,TRIM67,chr1,S_Shore
cg13191008,TRIM68,chr11,S_Shore
cg19782923,TRIM68,chr11,Open_Sea
cg11104443,TRIM69,chr15,Open_Sea
cg13618776,TRIM69,chr15,Open_Sea
cg15022400,TRIM69,chr15,Open_Sea
cg22107533,TRIM69,chr15,Open_Sea
cg14560430,TRIM71,chr3,Island
cg14776998,TRIM71,chr3,S_Shore
cg15630071,TRIM71,chr3,Island
cg21484228,TRIM71,chr3,Island
cg21654379,TRIM71,chr3,S_Shore
cg22985281,TRIM71,chr3,Open_Sea
cg24847757,TRIM71,chr3,Open_Sea
cg27195956,TRIM71,chr3,S_Shore
cg01009290,TRIM72,chr16,Island
cg07620544,TRIM72,chr16,N_Shore
cg09146781,TRIM72,chr16,N_Shelf
cg21006836,TRIM72,chr16,Island
cg23735682,TRIM75P,chr4,Open_Sea
cg24557917,TRIM75P,chr4,Open_Sea
cg15498563,TRIM77,chr11,Open_Sea
cg27391117,TRIM77,chr11,Open_Sea
cg05805172,TRIM8,chr10,Island
cg06662132,TRIM8,chr10,S_Shore
cg14255417,TRIM8,chr10,S_Shore
cg15748271,TRIM8,chr10,Island
cg02899219,TRIM9,chr14,Open_Sea
cg03361068,TRIM9,chr14,Island
cg03444122,TRIML1,chr4,Open_Sea
cg16792888,TRIML1,chr4,Open_Sea
cg25760325,TRIML1,chr4,Open_Sea
cg11765851,TRIML2,chr4,N_Shore
cg00537351,TRIO,chr5,Open_Sea
cg01319727,TRIO,chr5,N_Shore
cg04139630,TRIO,chr5,N_Shore
cg04606550,TRIO,chr5,Open_Sea
cg07283859,TRIO,chr5,Open_Sea
cg07748253,TRIO,chr5,Open_Sea
cg08342966,TRIO,chr5,Open_Sea
cg09086037,TRIO,chr5,Island
cg09115473,TRIO,chr5,Open_Sea
cg09828761,TRIO,chr5,Open_Sea
cg10559231,TRIO,chr5,Open_Sea
cg14612133,TRIO,chr5,Open_Sea
cg15612947,TRIO,chr5,S_Shelf
cg15895391,TRIO,chr5,S_Shore
cg16396309,TRIO,chr5,Open_Sea
cg16694455,TRIO,chr5,Open_Sea
cg18762695,TRIO,chr5,Open_Sea
cg23415916,TRIO,chr5,Open_Sea
cg24758077,TRIO,chr5,Island
cg26689441,TRIO,chr5,Open_Sea
cg27046077,TRIO,chr5,N_Shore
cg02085507,TRIP10,chr19,N_Shore
cg02663137,TRIP10,chr19,N_Shore
cg07046969,TRIP10,chr19,Island
cg11738486,TRIP10,chr19,N_Shore
cg18331732,TRIP10,chr19,S_Shore
cg18732869,TRIP10,chr19,N_Shore
cg24053163,TRIP11,chr14,N_Shelf
cg24074253,TRIP11,chr14,Open_Sea
cg26328058,TRIP11,chr14,Open_Sea
cg00905312,TRIP12,chr2,Open_Sea
cg03392605,TRIP12,chr2,Open_Sea
cg04267998,TRIP12,chr2,Open_Sea
cg18860682,TRIP12,chr2,Open_Sea
cg00277165,TRIP13,chr5,N_Shore
cg01577755,TRIP13,chr5,N_Shore
cg11421768,TRIP13,chr5,Island
cg12705693,TRIP13,chr5,Island
cg13898051,TRIP13,chr5,S_Shelf
cg14499678,TRIP13,chr5,Island
cg17510385,TRIP13,chr5,Island
cg05265081,TRIP4,chr15,Open_Sea
cg22851200,TRIP6,chr7,S_Shore
cg24624520,TRIP6,chr7,N_Shore
cg15244129,TRIQK,chr8,S_Shore
cg25626869,TRIQK,chr8,Island
cg27302296,TRIQK,chr8,Island
cg00255699,TRIT1,chr1,Open_Sea
cg02965157,TRIT1,chr1,S_Shore
cg04599922,TRIT1,chr1,N_Shore
cg02385661,TRMT1,chr19,S_Shore
cg07598522,TRMT1,chr19,Island
cg02268410,TRMT10C,chr3,Island
cg12422199,TRMT10C,chr3,S_Shelf
cg18644618,TRMT10C,chr3,Island
cg03367560,TRMT11,chr6,N_Shore
cg04333686,TRMT11,chr6,N_Shore
cg16922400,TRMT11,chr6,Island
cg22149995,TRMT12,chr8,Open_Sea
cg00936699,TRMT2A,chr22,N_Shore
cg18452799,TRMT2B,chrX,S_Shore
cg04069351,TRMU,chr22,S_Shore
cg14153771,TRMU,chr22,Open_Sea
cg17330496,TRMU,chr22,Island
cg10932048,TRNAU1AP,chr1,N_Shore
cg21438252,TRNAU1AP,chr1,N_Shelf
cg10208610,TRNP1,chr1,Open_Sea
cg12699080,TRNP1,chr1,N_Shore
cg19712813,TRNP1,chr1,S_Shore
cg05877833,TRO,chrX,Open_Sea
cg17101285,TROAP,chr12,N_Shore
cg17777874,TROAP,chr12,S_Shelf
cg22859597,TROAP,chr12,N_Shelf
cg05931087,TROVE2,chr1,Island
cg16091319,TROVE2,chr1,Island
cg03162045,TRPC1,chr3,Island
cg07383757,TRPC2,chr11,Open_Sea
cg16276224,TRPC2,chr11,Open_Sea
cg17128833,TRPC2,chr11,Open_Sea
cg18263591,TRPC2,chr11,Open_Sea
cg05548469,TRPC3,chr4,N_Shore
cg06493810,TRPC3,chr4,N_Shelf
cg11079181,TRPC3,chr4,S_Shore
cg16263025,TRPC3,chr4,N_Shore
cg20893919,TRPC3,chr4,Island
cg22684008,TRPC3,chr4,Island
cg27412975,TRPC3,chr4,Open_Sea
cg03386524,TRPC4AP,chr20,Open_Sea
cg10035303,TRPC4AP,chr20,Island
cg13569527,TRPC4AP,chr20,Island
cg23414001,TRPC4AP,chr20,S_Shore
cg12872238,TRPC5,chrX,S_Shore
cg13779349,TRPC5,chrX,S_Shelf
cg14533576,TRPC5,chrX,Island
cg18263397,TRPC5,chrX,S_Shelf
cg04554505,TRPC6,chr11,Open_Sea
cg11038231,TRPC6,chr11,Open_Sea
cg15910070,TRPC6,chr11,Open_Sea
cg17333193,TRPC6,chr11,Open_Sea
cg24424424,TRPC6,chr11,N_Shore
ch.11.101068482R,TRPC6,chr11,Open_Sea
cg02307288,TRPC7,chr5,Open_Sea
cg18074450,TRPC7,chr5,N_Shelf
cg00683980,TRPM1,chr15,Open_Sea
cg01179320,TRPM1,chr15,Open_Sea
cg05533723,TRPM1,chr15,Open_Sea
cg05784847,TRPM1,chr15,Open_Sea
cg09439002,TRPM1,chr15,Open_Sea
cg12241333,TRPM1,chr15,Open_Sea
cg01224657,TRPM2,chr21,N_Shore
cg02892357,TRPM2,chr21,Island
cg05754719,TRPM2,chr21,Island
cg06356785,TRPM2,chr21,N_Shore
cg06812844,TRPM2,chr21,S_Shelf
cg07629165,TRPM2,chr21,Island
cg15258981,TRPM2,chr21,Island
cg20200742,TRPM2,chr21,N_Shore
cg23312431,TRPM2,chr21,S_Shelf
cg27477277,TRPM2,chr21,Island
cg14002425,TRPM3,chr9,Open_Sea
cg14223966,TRPM3,chr9,N_Shore
cg14265537,TRPM3,chr9,Open_Sea
cg21249093,TRPM3,chr9,Open_Sea
cg17329004,TRPM4,chr19,S_Shore
cg21542078,TRPM4,chr19,Island
cg25261908,TRPM4,chr19,Island
cg01581060,TRPM5,chr11,S_Shore
cg02426836,TRPM5,chr11,S_Shelf
cg03411376,TRPM5,chr11,N_Shelf
cg04089240,TRPM5,chr11,S_Shore
cg04691795,TRPM5,chr11,Open_Sea
cg07882535,TRPM5,chr11,S_Shelf
cg10172068,TRPM5,chr11,N_Shelf
cg10955576,TRPM5,chr11,S_Shelf
cg11832717,TRPM5,chr11,N_Shore
cg13312195,TRPM5,chr11,N_Shelf
cg23493800,TRPM5,chr11,S_Shelf
cg26204383,TRPM5,chr11,Island
cg26419883,TRPM5,chr11,N_Shore
cg26442852,TRPM5,chr11,N_Shelf
cg26917665,TRPM5,chr11,S_Shelf
cg16509045,TRPM6,chr9,S_Shore
cg04824378,TRPM7,chr15,Open_Sea
cg11703007,TRPM7,chr15,Open_Sea
cg15943274,TRPM8,chr2,Open_Sea
cg18941864,TRPM8,chr2,S_Shelf
cg23688111,TRPM8,chr2,Open_Sea
cg01792876,TRPS1,chr8,S_Shelf
cg03344332,TRPS1,chr8,Open_Sea
cg05711842,TRPS1,chr8,Open_Sea
cg11730559,TRPS1,chr8,Open_Sea
cg16786028,TRPS1,chr8,N_Shore
cg17987646,TRPS1,chr8,Open_Sea
cg17999505,TRPS1,chr8,Open_Sea
cg03531984,TRPV1,chr17,Open_Sea
cg03726437,TRPV1,chr17,N_Shore
cg05323898,TRPV1,chr17,Open_Sea
cg06255609,TRPV1,chr17,Open_Sea
cg06566158,TRPV1,chr17,S_Shore
cg17650713,TRPV1,chr17,Open_Sea
cg24108746,TRPV1,chr17,Island
cg24748448,TRPV1,chr17,Open_Sea
cg00996258,TRPV3,chr17,N_Shore
cg03741619,TRPV3,chr17,Island
cg06907418,TRPV3,chr17,Island
cg11992351,TRPV3,chr17,Island
cg17861455,TRPV3,chr17,Island
cg03312716,TRPV4,chr12,Island
cg03437675,TRPV4,chr12,S_Shore
cg08114617,TRPV4,chr12,Island
cg24706115,TRPV4,chr12,Open_Sea
cg26965639,TRPV5,chr7,Open_Sea
cg00944599,TRRAP,chr7,S_Shelf
cg02540220,TRRAP,chr7,Open_Sea
cg03786915,TRRAP,chr7,S_Shelf
cg03915174,TRRAP,chr7,Island
cg04560503,TRRAP,chr7,Open_Sea
cg04763085,TRRAP,chr7,N_Shore
cg10320884,TRRAP,chr7,Open_Sea
cg10335376,TRRAP,chr7,Open_Sea
cg11740398,TRRAP,chr7,Open_Sea
cg16982435,TRRAP,chr7,Open_Sea
cg17483198,TRRAP,chr7,Open_Sea
cg19469087,TRRAP,chr7,S_Shelf
cg19930314,TRRAP,chr7,Open_Sea
cg20383347,TRRAP,chr7,Open_Sea
cg23942995,TRRAP,chr7,Open_Sea
cg24561411,TRRAP,chr7,Open_Sea
cg10924188,TRUB1,chr10,Island
cg16368311,TRUB1,chr10,Island
cg14322570,TSC1,chr9,Open_Sea
cg01151840,TSC2,chr16,Island
cg01718071,TSC2,chr16,Island
cg02747341,TSC2,chr16,N_Shelf
cg03209472,TSC2,chr16,N_Shelf
cg03325671,TSC2,chr16,N_Shore
cg04328826,TSC2,chr16,N_Shelf
cg05322342,TSC2,chr16,S_Shore
cg05626094,TSC2,chr16,N_Shore
cg05752664,TSC2,chr16,S_Shelf
cg05971321,TSC2,chr16,Island
cg06094085,TSC2,chr16,S_Shore
cg06243965,TSC2,chr16,Open_Sea
cg07073662,TSC2,chr16,Island
cg07101029,TSC2,chr16,S_Shore
cg07730183,TSC2,chr16,S_Shore
cg07754880,TSC2,chr16,S_Shore
cg08855903,TSC2,chr16,N_Shelf
cg08872248,TSC2,chr16,S_Shelf
cg18795433,TSC2,chr16,Island
cg20337860,TSC2,chr16,Island
cg26442607,TSC2,chr16,S_Shore
cg09814151,TSC22D1,chr13,Island
cg11570656,TSC22D1,chr13,N_Shore
cg16023991,TSC22D1,chr13,Open_Sea
cg17000666,TSC22D1,chr13,Open_Sea
cg17675311,TSC22D1,chr13,Open_Sea
cg17862404,TSC22D1,chr13,Island
cg18028711,TSC22D1,chr13,N_Shore
cg22183626,TSC22D1,chr13,Island
cg23024102,TSC22D1,chr13,N_Shore
cg03039008,TSC22D2,chr3,Island
cg15048832,TSC22D2,chr3,S_Shelf
cg00404599,TSC22D3,chrX,N_Shore
cg03915527,TSC22D3,chrX,N_Shore
cg07174097,TSC22D3,chrX,Island
cg08117103,TSC22D3,chrX,N_Shore
cg09724624,TSC22D3,chrX,Island
cg10982861,TSC22D3,chrX,N_Shore
cg11550332,TSC22D3,chrX,S_Shore
cg19854896,TSC22D3,chrX,Island
cg20085561,TSC22D3,chrX,S_Shore
cg21380860,TSC22D3,chrX,N_Shore
cg22823009,TSC22D3,chrX,Island
cg00814883,TSC22D4,chr7,Island
cg27080725,TSC22D4,chr7,Island
cg13411897,TSEN2,chr3,Island
cg00866186,TSEN54,chr17,Island
cg20863668,TSEN54,chr17,Island
cg03425219,TSG101,chr11,Island
cg18965322,TSGA10,chr2,Open_Sea
cg24040948,TSGA10IP,chr11,Open_Sea
cg15877425,TSGA13,chr7,S_Shelf
cg09058542,TSHB,chr1,Open_Sea
cg01297972,TSHZ1,chr18,Open_Sea
cg01561777,TSHZ1,chr18,Island
cg03075494,TSHZ1,chr18,Island
cg02732941,TSHZ2,chr20,N_Shore
cg08191073,TSHZ2,chr20,Open_Sea
cg19035232,TSHZ2,chr20,Island
cg01523300,TSKS,chr19,N_Shelf
cg05500074,TSKS,chr19,N_Shelf
cg24092960,TSKS,chr19,S_Shelf
cg16442814,TSKU,chr11,N_Shelf
cg23996800,TSKU,chr11,N_Shelf
cg10931190,TSLP,chr5,N_Shelf
cg27323009,TSLP,chr5,Island
cg18122411,TSN,chr2,Island
cg00033806,TSNARE1,chr8,Open_Sea
cg00041898,TSNARE1,chr8,N_Shelf
cg00084202,TSNARE1,chr8,N_Shore
cg00553195,TSNARE1,chr8,S_Shore
cg00668592,TSNARE1,chr8,Open_Sea
cg01034973,TSNARE1,chr8,Open_Sea
cg01362754,TSNARE1,chr8,S_Shore
cg01775523,TSNARE1,chr8,Open_Sea
cg01785719,TSNARE1,chr8,N_Shelf
cg01957751,TSNARE1,chr8,Island
cg02230133,TSNARE1,chr8,Open_Sea
cg02246640,TSNARE1,chr8,N_Shore
cg02851167,TSNARE1,chr8,N_Shore
cg03305840,TSNARE1,chr8,N_Shore
cg04141185,TSNARE1,chr8,Open_Sea
